Cpd,CATS2D_09_DA_me,C-012_me,VE1sign_D/Dt_bt,F08[C-O]_me,C-012_at,VE2_D/Dt_me,SpMAD_AEA(dm)_bt,S-109_bt,GATS3p_at,HyWi_B(s)_bt,Active
359,-0.796766744,-0.064665127,0.081818391,1.930715935,-0.080357143,-0.021775982,-0.014367816,0.666666667,0.108930804,0.315057471,1
837,-0.796766744,-0.064665127,-0.06832963,-1.069284065,-0.080357143,-0.003775982,0.019126984,0.46031746,-0.102069196,-0.160767196,1
38,-0.796766744,-0.064665127,-0.348681609,-1.069284065,-0.080357143,0.069224018,-0.074367816,-0.333333333,0.208930804,-0.574942529,-1
1461,0.115384615,-0.230769231,0.12067037,0.153846154,0,0.011115385,-0.040873016,-0.53968254,-0.035705882,-0.220767196,-1
184,-0.796766744,-0.064665127,-0.046181609,-3.069284065,-0.080357143,0.064224018,-0.084367816,-0.333333333,0.278930804,-0.754942529,-1
1363,-0.884615385,-0.230769231,-0.05132963,3.153846154,0,0.004115385,-0.040873016,-0.53968254,0.061294118,-0.280767196,-1
627,-0.796766744,-0.064665127,-0.19592963,-1.069284065,-0.080357143,-0.005775982,0.039126984,0.46031746,-0.175069196,0.329232804,1
1140,-0.884615385,-0.230769231,0.30067037,0.153846154,0,-0.014884615,-0.060873016,-0.53968254,-0.133705882,-0.100767196,-1
1913,0.115384615,-0.230769231,0.24967037,2.153846154,0,0.041115385,-0.010873016,-0.53968254,-0.222705882,-0.460767196,-1
1985,-0.884615385,-0.230769231,-0.18802963,1.153846154,0,-0.012884615,0.009126984,-0.53968254,-0.055705882,-0.350767196,-1
143,-0.796766744,-0.064665127,0.382818391,2.930715935,-0.080357143,0.018224018,0.005632184,0.666666667,-0.035069196,-0.134942529,1
960,0.203233256,-0.064665127,0.03167037,-0.069284065,-0.080357143,0.042224018,-0.050873016,-0.53968254,0.098930804,-0.490767196,1
1539,-2.166666667,-0.333333333,-0.026181609,-6,-0.080357143,0.044,0.005632184,-0.333333333,0.148930804,-0.484942529,-1
1043,-0.796766744,-0.064665127,-0.09832963,1.930715935,-0.080357143,-0.002775982,0.049126984,-0.53968254,0.288930804,-0.280767196,1
1888,0.115384615,-0.230769231,-0.07132963,3.153846154,0,0.013115385,-0.070873016,-0.53968254,0.031294118,-0.520767196,-1
116,-0.796766744,-0.064665127,0.554818391,3.930715935,-0.080357143,0.007224018,-0.004367816,0.666666667,-0.031069196,0.455057471,1
1469,0.115384615,-0.230769231,0.20367037,1.153846154,0,0.010115385,-0.030873016,-0.53968254,0.071294118,-0.360767196,-1
268,0.203233256,-0.064665127,-0.333481609,-1.069284065,-0.080357143,0.043224018,-0.084367816,-0.333333333,0.071930804,-0.504942529,-1
1422,2.115384615,-0.230769231,-0.09532963,4.153846154,0,-0.007884615,0.019126984,-0.53968254,0.061294118,-0.120767196,1
681,0.203233256,-0.064665127,-0.03132963,-1.069284065,-0.080357143,0.029224018,-0.080873016,-0.53968254,-0.014069196,-0.660767196,1
1150,0.115384615,-0.230769231,0.23167037,1.153846154,0,-0.000884615,-0.040873016,-0.53968254,0.041294118,-0.150767196,-1
574,-0.796766744,-0.064665127,-0.16282963,1.930715935,-0.080357143,-0.008775982,0.009126984,0.46031746,-0.165069196,0.369232804,1
1480,-0.884615385,-0.230769231,-0.20322963,4.153846154,0,-0.008884615,-0.000873016,-0.53968254,0.001294118,-0.180767196,-1
1507,0.203233256,-0.064665127,-0.349981609,1.930715935,-0.080357143,0.012224018,-0.094367816,-0.333333333,0.021930804,-0.144942529,-1
1552,-1.166666667,-0.333333333,-0.298781609,2,-0.080357143,0.015,-0.064367816,-0.333333333,-0.010069196,-0.324942529,-1
17,0.203233256,-0.064665127,0.037818391,0.930715935,-0.080357143,0.021224018,-0.014367816,-0.333333333,0.038930804,-0.074942529,-1
1968,-0.884615385,-0.230769231,-0.18442963,2.153846154,0,-0.025884615,0.059126984,-0.53968254,-0.049705882,-0.500767196,-1
1260,1.115384615,-0.230769231,0.02267037,0.153846154,0,0.003115385,-0.080873016,-0.53968254,0.081294118,-0.390767196,-1
59,-0.796766744,-0.064665127,-0.175181609,-1.069284065,-0.080357143,0.006224018,0.005632184,-0.333333333,0.338930804,0.275057471,-1
1181,-0.884615385,-0.230769231,-0.08632963,4.153846154,0,0.004115385,-0.140873016,-0.53968254,0.121294118,-0.590767196,-1
1810,0.115384615,-0.230769231,-0.09432963,5.153846154,0,-0.006884615,-0.030873016,-0.53968254,0.071294118,-0.370767196,-1
626,-0.796766744,-0.064665127,-0.09832963,-1.069284065,-0.080357143,-0.004775982,0.019126984,0.46031746,-0.098069196,0.039232804,1
28,-0.796766744,-0.064665127,-0.030181609,-3.069284065,-0.080357143,0.037224018,-0.114367816,-0.333333333,-0.007069196,-0.564942529,-1
1521,-2.166666667,-0.333333333,0.037818391,0,-0.080357143,0.014,-0.014367816,-0.333333333,0.098930804,0.165057471,-1
1733,0.115384615,-0.230769231,0.13167037,1.153846154,0,-0.019884615,-0.060873016,-0.53968254,-0.045705882,-0.260767196,-1
57,1.203233256,-0.064665127,0.015818391,2.930715935,-0.080357143,-0.011775982,-0.064367816,-0.333333333,0.009930804,0.035057471,-1
1679,-2.166666667,-0.333333333,0.53467037,-4,-0.080357143,0.025,-0.030873016,-0.53968254,0.019930804,-0.180767196,-1
519,0.203233256,-0.064665127,0.18467037,0.930715935,-0.080357143,0.011224018,0.029126984,-0.53968254,0.148930804,-0.110767196,1
1828,-0.884615385,-0.230769231,0.04267037,-0.846153846,0,-0.009884615,-0.080873016,-0.53968254,0.041294118,-0.480767196,-1
1820,-0.884615385,-0.230769231,0.07967037,-1.846153846,0,0.025115385,-0.060873016,-0.53968254,-0.140705882,-0.610767196,-1
1023,1.203233256,-0.064665127,0.00267037,0.930715935,-0.080357143,0.001224018,-0.060873016,-0.53968254,0.075930804,-0.420767196,1
867,-0.796766744,-0.064665127,-0.19062963,-2.069284065,-0.080357143,0.000224018,0.029126984,0.46031746,0.078930804,0.089232804,1
802,4.203233256,-0.064665127,0.47967037,1.930715935,-0.080357143,0.004224018,-0.040873016,-0.53968254,0.040930804,-0.030767196,1
734,-0.796766744,-0.064665127,-0.10032963,-1.069284065,-0.080357143,-0.003775982,0.049126984,0.46031746,0.000930804,-0.050767196,1
1870,-0.884615385,-0.230769231,0.02467037,-1.846153846,0,0.002115385,0.089126984,-0.53968254,0.271294118,-0.390767196,-1
1099,0.833333333,-0.333333333,-0.03032963,5,-0.080357143,0.045,-0.070873016,-0.53968254,0.098930804,-0.210767196,-1
112,0.203233256,-0.064665127,-0.135181609,1.930715935,-0.080357143,0.043224018,-0.054367816,-0.333333333,-0.026069196,-0.324942529,-1
1287,-0.884615385,-0.230769231,0.22267037,0.153846154,0,-0.014884615,-0.050873016,-0.53968254,0.021294118,-0.300767196,-1
633,-0.796766744,-0.064665127,-0.06032963,-2.069284065,-0.080357143,0.096224018,-0.070873016,-0.53968254,0.208930804,-0.850767196,-1
1487,-0.884615385,-0.230769231,-0.03332963,1.153846154,-0.080357143,-0.014884615,-0.020873016,-0.53968254,0.248930804,-0.610767196,-1
1041,-0.796766744,-0.064665127,-0.03932963,-2.069284065,-0.080357143,0.008224018,0.099126984,0.46031746,-0.086069196,-0.140767196,1
987,-0.796766744,-0.064665127,-0.15242963,-1.069284065,-0.080357143,-0.006775982,-0.000873016,0.46031746,0.067930804,-0.020767196,1
51,1.203233256,-0.064665127,-0.369281609,0.930715935,-0.080357143,0.010224018,-0.044367816,-0.333333333,0.148930804,-0.184942529,1
1261,0.115384615,-0.230769231,0.21467037,0.153846154,0,0.044115385,-0.020873016,-0.53968254,-0.042705882,-0.660767196,1
1035,1.203233256,-0.064665127,0.30467037,2.930715935,-0.080357143,-0.016775982,0.029126984,-0.53968254,0.032930804,0.279232804,1
1218,0.115384615,-0.230769231,0.10867037,1.153846154,-0.080357143,-0.017884615,-0.020873016,-0.53968254,0.012930804,-0.290767196,-1
120,0.203233256,-0.064665127,-0.358681609,-1.069284065,-0.080357143,0.009224018,-0.114367816,-0.333333333,0.108930804,0.335057471,-1
1017,-0.796766744,-0.064665127,-0.06732963,-1.069284065,-0.080357143,-0.009775982,0.019126984,0.46031746,-0.053069196,0.279232804,1
1680,-2.166666667,-0.333333333,-0.18662963,-4,-0.080357143,0.032,0.039126984,-0.53968254,0.238930804,-0.590767196,-1
1740,-0.884615385,-0.230769231,0.07867037,-1.846153846,0,0.026115385,-0.040873016,-0.53968254,0.151294118,-0.700767196,-1
938,-0.796766744,-0.064665127,0.02067037,-0.069284065,-0.080357143,0.043224018,-0.050873016,-0.53968254,0.088930804,-0.490767196,-1
450,-0.796766744,-0.064665127,0.05067037,0.930715935,-0.080357143,-0.015775982,-0.000873016,0.46031746,0.050930804,0.489232804,1
1343,-0.884615385,-0.230769231,0.12767037,2.153846154,-0.080357143,0.007115385,-0.020873016,-0.53968254,0.158930804,-0.340767196,-1
918,0.203233256,-0.064665127,0.03467037,-0.069284065,-0.080357143,-0.021775982,-0.060873016,-0.53968254,-0.022069196,0.229232804,1
1932,0.115384615,-0.230769231,0.20467037,0.153846154,0,-0.011884615,-0.050873016,-0.53968254,0.171294118,-0.220767196,-1
974,0.203233256,-0.064665127,0.29567037,-0.069284065,-0.080357143,0.001224018,-0.060873016,-0.53968254,0.098930804,-0.160767196,1
1615,2.203233256,-0.064665127,-0.02932963,9.930715935,-0.080357143,0.036224018,-0.030873016,-0.53968254,0.118930804,-0.100767196,-1
598,-0.796766744,-0.064665127,-0.19762963,-1.069284065,-0.080357143,-0.007775982,0.049126984,0.46031746,-0.103069196,0.239232804,1
447,0.203233256,-0.064665127,-0.16392963,1.930715935,-0.080357143,0.000224018,-0.070873016,-0.53968254,0.098930804,0.279232804,-1
1704,-1.166666667,-0.333333333,0.18967037,-3,-0.080357143,0.039,0.049126984,-0.53968254,0.218930804,-0.520767196,-1
863,0.203233256,-0.064665127,0.18167037,-0.069284065,-0.080357143,0.025224018,-0.050873016,-0.53968254,0.128930804,-0.310767196,-1
171,-0.796766744,-0.064665127,0.023818391,1.930715935,-0.080357143,0.003224018,0.075632184,-0.333333333,0.065930804,0.485057471,1
1059,-0.796766744,-0.064665127,-0.06532963,-2.069284065,-0.080357143,0.087224018,-0.060873016,-0.53968254,0.268930804,-0.780767196,-1
26,-0.796766744,-0.064665127,-0.297581609,0.930715935,-0.080357143,0.010224018,-0.024367816,-0.333333333,0.408930804,0.115057471,-1
557,4.203233256,-0.064665127,0.06767037,0.930715935,-0.080357143,-0.012775982,-0.070873016,-0.53968254,-0.049069196,-0.280767196,1
941,1.203233256,-0.064665127,-0.06532963,-1.069284065,-0.080357143,0.087224018,-0.070873016,-0.53968254,0.138930804,-0.780767196,-1
564,-0.796766744,-0.064665127,-0.10032963,-2.069284065,-0.080357143,0.069224018,-0.090873016,-0.53968254,-0.002069196,-0.700767196,-1
792,0.203233256,-0.064665127,-0.06332963,-0.069284065,-0.080357143,0.005224018,-0.000873016,0.46031746,-0.112069196,-0.150767196,1
431,0.203233256,-0.064665127,0.49767037,3.930715935,-0.080357143,-0.000775982,-0.020873016,-0.53968254,0.168930804,0.059232804,-1
296,-0.796766744,-0.064665127,-0.265181609,0.930715935,-0.080357143,0.003224018,0.015632184,-0.333333333,0.318930804,0.355057471,-1
1798,-0.884615385,-0.230769231,0.16067037,-1.846153846,0,-0.011884615,-0.080873016,-0.53968254,-0.042705882,0.369232804,-1
1187,-0.884615385,-0.230769231,0.20867037,2.153846154,0,-0.000884615,-0.010873016,-0.53968254,0.041294118,-0.000767196,-1
592,-0.796766744,-0.064665127,-0.06132963,-0.069284065,-0.080357143,-0.000775982,-0.000873016,0.46031746,-0.057069196,-0.140767196,1
1428,0.115384615,-0.230769231,0.11367037,1.153846154,-0.080357143,-0.021884615,-0.020873016,-0.53968254,0.013930804,-0.300767196,1
1649,-2.166666667,-0.333333333,0.08867037,3,-0.080357143,0.004,-0.010873016,-0.53968254,0.074930804,-0.210767196,-1
1126,-2.166666667,-0.333333333,0.19567037,-4,-0.080357143,0.033,-0.040873016,-0.53968254,0.168930804,-0.230767196,-1
668,-0.796766744,-0.064665127,-0.09232963,-1.069284065,-0.080357143,-0.007775982,0.029126984,0.46031746,-0.045069196,0.249232804,1
1159,0.115384615,-0.230769231,0.20867037,0.153846154,0,0.004115385,-0.030873016,-0.53968254,0.031294118,-0.200767196,-1
325,-0.796766744,-0.064665127,-0.040181609,-3.069284065,-0.080357143,0.042224018,-0.064367816,-0.333333333,0.078930804,-0.694942529,-1
511,-0.796766744,-0.064665127,-0.16282963,1.930715935,-0.080357143,-0.003775982,0.049126984,0.46031746,-0.142069196,0.069232804,1
988,0.203233256,-0.064665127,-0.13522963,-1.069284065,-0.080357143,-0.003775982,0.079126984,0.46031746,-0.052069196,0.179232804,1
12,2.203233256,-0.064665127,-0.079181609,-1.069284065,-0.080357143,-0.004775982,-0.034367816,-0.333333333,0.138930804,-0.064942529,1
904,-0.796766744,-0.064665127,-0.13522963,-1.069284065,-0.080357143,-0.003775982,0.029126984,0.46031746,-0.104069196,0.219232804,1
1652,-2.166666667,-0.333333333,0.08567037,-1,-0.080357143,0.015,0.009126984,-0.53968254,0.128930804,-0.040767196,-1
1878,-0.884615385,-0.230769231,0.04567037,3.153846154,0,0.018115385,0.019126984,-0.53968254,0.051294118,-0.500767196,-1
179,0.203233256,-0.064665127,0.040818391,1.930715935,-0.080357143,0.030224018,-0.064367816,-0.333333333,-0.057069196,-0.414942529,1
1804,-0.884615385,-0.230769231,-0.11032963,-1.846153846,0,0.002115385,-0.060873016,-0.53968254,-0.008705882,-0.290767196,-1
1837,2.115384615,-0.230769231,0.16567037,2.153846154,0,-0.012884615,-0.060873016,-0.53968254,0.071294118,-0.300767196,-1
687,-0.796766744,-0.064665127,-0.13882963,-1.069284065,-0.080357143,-0.014775982,0.009126984,0.46031746,-0.151069196,0.629232804,1
229,-0.796766744,-0.064665127,0.005818391,-2.069284065,-0.080357143,0.025224018,-0.044367816,-0.333333333,0.098930804,-0.174942529,-1
25,0.203233256,-0.064665127,-0.322681609,-0.069284065,-0.080357143,0.004224018,-0.084367816,-0.333333333,0.088930804,0.445057471,-1
1050,0.203233256,-0.064665127,-0.14982963,-1.069284065,-0.080357143,-0.004775982,0.099126984,0.46031746,-0.169069196,0.079232804,1
417,-0.884615385,0.769230769,-0.168181609,2.153846154,0.919642857,0.014115385,0.015632184,-0.333333333,-0.055069196,-0.224942529,-1
486,-0.796766744,-0.064665127,-0.07832963,1.930715935,-0.080357143,-0.010775982,0.009126984,0.46031746,-0.100069196,0.369232804,1
787,-0.796766744,-0.064665127,0.09067037,-2.069284065,-0.080357143,-0.007775982,0.079126984,0.46031746,-0.122069196,0.189232804,1
1116,0.833333333,-0.333333333,-0.00532963,-4,-0.080357143,0.032,-0.030873016,-0.53968254,0.074930804,-0.600767196,-1
1350,-0.884615385,-0.230769231,-0.09432963,0.153846154,0,0.014115385,-0.060873016,-0.53968254,0.021294118,-0.210767196,-1
1031,-0.796766744,-0.064665127,-0.17622963,-0.069284065,-0.080357143,-0.009775982,0.009126984,0.46031746,-0.154069196,0.399232804,1
251,1.203233256,-0.064665127,0.032818391,0.930715935,-0.080357143,-0.001775982,-0.044367816,-0.333333333,0.248930804,-0.054942529,1
1934,-0.884615385,-0.230769231,0.23267037,3.153846154,0,-0.016884615,-0.040873016,-0.53968254,0.031294118,-0.150767196,-1
935,-0.796766744,-0.064665127,-0.03232963,-3.069284065,-0.080357143,0.048224018,-0.090873016,-0.53968254,0.148930804,-0.790767196,-1
1753,-0.884615385,-0.230769231,0.24467037,-1.846153846,0,-0.010884615,-0.080873016,-0.53968254,0.231294118,0.309232804,-1
1761,1.115384615,-0.230769231,-0.11332963,2.153846154,0,-0.004884615,-0.060873016,-0.53968254,-0.073705882,-0.320767196,-1
747,-0.796766744,-0.064665127,-0.08032963,-2.069284065,-0.080357143,-0.009775982,0.029126984,0.46031746,-0.125069196,0.429232804,1
892,6.203233256,-0.064665127,-0.19012963,2.930715935,-0.080357143,-0.009775982,-0.030873016,-0.53968254,-0.084069196,-0.000767196,1
603,0.203233256,-0.064665127,-0.11792963,-1.069284065,-0.080357143,-0.005775982,0.089126984,0.46031746,-0.040069196,-0.030767196,1
773,0.203233256,-0.064665127,0.08967037,2.930715935,-0.080357143,-0.003775982,-0.040873016,-0.53968254,0.078930804,-0.170767196,1
419,0.115384615,-0.230769231,0.009818391,2.153846154,-0.080357143,-0.001884615,-0.084367816,-0.333333333,0.098930804,-0.424942529,-1
595,-0.796766744,-0.064665127,-0.04532963,-2.069284065,-0.080357143,0.004224018,0.019126984,0.46031746,-0.097069196,-0.180767196,1
499,1.203233256,-0.064665127,0.35167037,-0.069284065,-0.080357143,0.006224018,-0.060873016,-0.53968254,0.118930804,-0.200767196,1
283,-0.796766744,-0.064665127,-0.243181609,-1.069284065,-0.080357143,-0.009775982,0.015632184,0.666666667,-0.065069196,0.645057471,1
678,1.203233256,-0.064665127,-0.16242963,1.930715935,-0.080357143,0.000224018,-0.090873016,-0.53968254,0.067930804,0.279232804,1
1925,-0.884615385,-0.230769231,-0.14842963,2.153846154,0,0.004115385,0.059126984,-0.53968254,-0.040705882,-0.190767196,-1
810,-0.796766744,-0.064665127,-0.15942963,-1.069284065,-0.080357143,-0.007775982,0.019126984,0.46031746,-0.149069196,-0.020767196,1
330,-0.796766744,-0.064665127,-0.248181609,0.930715935,-0.080357143,0.006224018,0.005632184,-0.333333333,0.418930804,0.205057471,-1
1250,-0.884615385,-0.230769231,0.00567037,2.153846154,0,-0.020884615,0.079126984,-0.53968254,-0.046705882,-0.150767196,-1
1596,-2.166666667,-0.333333333,-0.379081609,0,-0.080357143,0.017,-0.004367816,-0.333333333,0.108930804,0.015057471,-1
232,-0.796766744,-0.064665127,-0.284181609,-1.069284065,-0.080357143,0.067224018,-0.064367816,-0.333333333,0.428930804,-0.624942529,-1
778,0.203233256,-0.064665127,-0.14642963,0.930715935,-0.080357143,-0.009775982,0.009126984,0.46031746,0.108930804,0.069232804,1
1334,0.115384615,-0.230769231,0.02267037,2.153846154,0,0.008115385,-0.110873016,-0.53968254,0.031294118,-0.490767196,-1
944,-0.796766744,-0.064665127,-0.19382963,-3.069284065,-0.080357143,0.077224018,-0.140873016,-0.53968254,0.208930804,-1.290767196,-1
79,0.203233256,-0.064665127,-0.363581609,-1.069284065,-0.080357143,0.005224018,-0.114367816,-0.333333333,0.108930804,0.365057471,-1
1235,-0.884615385,-0.230769231,0.06567037,-0.846153846,0,-0.009884615,-0.040873016,-0.53968254,0.251294118,-0.500767196,-1
1262,-0.884615385,-0.230769231,-0.17582963,1.153846154,0,0.006115385,-0.010873016,-0.53968254,0.051294118,-0.300767196,-1
236,-0.796766744,-0.064665127,0.254818391,1.930715935,-0.080357143,0.022224018,0.015632184,-0.333333333,-0.002069196,-0.434942529,1
1503,0.203233256,-0.064665127,-0.377081609,-0.069284065,-0.080357143,0.004224018,-0.024367816,-0.333333333,0.148930804,0.295057471,-1
1106,0.833333333,-0.333333333,-0.18772963,-4,-0.080357143,0.007,-0.110873016,-0.53968254,0.138930804,0.189232804,1
896,-0.796766744,-0.064665127,-0.16452963,-2.069284065,-0.080357143,-0.005775982,-0.020873016,0.46031746,0.188930804,-0.130767196,1
1741,0.115384615,-0.230769231,0.17767037,5.153846154,0,-0.015884615,-0.060873016,-0.53968254,0.001294118,-0.260767196,-1
907,0.203233256,-0.064665127,-0.11792963,-1.069284065,-0.080357143,-0.005775982,0.089126984,0.46031746,-0.098069196,0.099232804,1
748,-0.796766744,-0.064665127,-0.13172963,-2.069284065,-0.080357143,0.003224018,0.009126984,0.46031746,-0.157069196,0.209232804,1
266,-0.796766744,-0.064665127,-0.086181609,0.930715935,-0.080357143,0.008224018,-0.034367816,-0.333333333,0.338930804,-0.014942529,-1
615,0.203233256,-0.064665127,0.12267037,0.930715935,-0.080357143,-0.010775982,0.019126984,0.46031746,-0.098069196,0.019232804,1
1418,-0.884615385,-0.230769231,0.20567037,1.153846154,0,0.012115385,-0.080873016,-0.53968254,-0.241705882,-0.410767196,-1
1197,0.115384615,-0.230769231,0.13367037,3.153846154,-0.080357143,0.009115385,0.019126984,-0.53968254,0.198930804,-0.430767196,-1
1634,2.203233256,-0.064665127,-0.01332963,7.930715935,-0.080357143,0.039224018,-0.080873016,-0.53968254,0.088930804,-0.280767196,-1
43,0.203233256,-0.064665127,-0.207181609,-1.069284065,-0.080357143,0.029224018,-0.084367816,-0.333333333,-0.014069196,-0.464942529,1
934,1.203233256,-0.064665127,-0.00332963,-0.069284065,-0.080357143,-0.007775982,-0.030873016,-0.53968254,0.011930804,0.059232804,1
1495,-0.884615385,-0.230769231,-0.03532963,-0.846153846,0,0.010115385,-0.020873016,-0.53968254,-0.028705882,-0.410767196,-1
784,2.203233256,-0.064665127,0.12567037,1.930715935,-0.080357143,-0.018775982,-0.030873016,-0.53968254,-0.081069196,0.009232804,1
674,-0.796766744,-0.064665127,-0.18192963,-1.069284065,-0.080357143,-0.006775982,0.029126984,0.46031746,-0.223069196,0.369232804,1
476,-0.796766744,-0.064665127,-0.08632963,-1.069284065,-0.080357143,-0.006775982,0.009126984,0.46031746,0.118930804,0.019232804,1
1025,-0.796766744,-0.064665127,-0.13272963,-2.069284065,-0.080357143,-0.002775982,0.029126984,0.46031746,0.108930804,0.229232804,1
647,0.203233256,-0.064665127,-0.20768963,-0.069284065,-0.080357143,0.008224018,-0.100873016,-0.53968254,0.098930804,0.139232804,1
1921,0.115384615,-0.230769231,-0.07132963,3.153846154,0,0.013115385,-0.060873016,-0.53968254,0.021294118,-0.310767196,-1
1258,-0.884615385,-0.230769231,-0.11652963,1.153846154,0,0.010115385,-0.010873016,-0.53968254,-0.041705882,-0.650767196,-1
320,-0.796766744,-0.064665127,0.059818391,-0.069284065,-0.080357143,0.027224018,-0.094367816,-0.333333333,-0.008069196,-0.334942529,-1
1867,-0.884615385,-0.230769231,0.11867037,-1.846153846,0,0.027115385,-0.070873016,-0.53968254,0.121294118,-0.630767196,-1
138,-0.796766744,-0.064665127,-0.259181609,-1.069284065,-0.080357143,-0.007775982,0.015632184,0.666666667,-0.112069196,0.635057471,1
1321,-0.884615385,-0.230769231,-0.03332963,2.153846154,-0.080357143,-0.014884615,-0.090873016,-0.53968254,-0.060069196,-0.570767196,-1
27,-0.796766744,-0.064665127,-0.243181609,-3.069284065,-0.080357143,0.023224018,-0.094367816,-0.333333333,0.258930804,-0.484942529,-1
1834,-0.884615385,-0.230769231,0.13867037,-1.846153846,0,0.001115385,-0.070873016,-0.53968254,-0.088705882,0.019232804,-1
1155,-0.884615385,-0.230769231,0.02867037,-1.846153846,0,-0.013884615,-0.080873016,-0.53968254,0.101294118,-0.560767196,-1
889,1.203233256,-0.064665127,0.35167037,-0.069284065,-0.080357143,0.006224018,-0.060873016,-0.53968254,0.088930804,-0.040767196,1
959,-0.796766744,0.935334873,0.05167037,-1.069284065,0.919642857,-0.007775982,0.029126984,0.46031746,-0.132069196,0.549232804,1
1244,-0.884615385,-0.230769231,-0.20092963,-1.846153846,0,0.031115385,0.099126984,-0.53968254,-0.028705882,-0.880767196,-1
790,0.203233256,-0.064665127,-0.20332963,-1.069284065,-0.080357143,0.044224018,-0.050873016,-0.53968254,0.108930804,-0.440767196,-1
2017,0.115384615,-0.230769231,0.18967037,1.153846154,0,0.013115385,0.049126984,-0.53968254,0.111294118,-0.520767196,-1
1614,2.203233256,-0.064665127,-0.03032963,7.930715935,-0.080357143,0.043224018,-0.070873016,-0.53968254,0.098930804,-0.210767196,-1
253,-0.796766744,-0.064665127,-0.175181609,-2.069284065,-0.080357143,0.035224018,-0.044367816,-0.333333333,0.138930804,-0.534942529,-1
469,0.203233256,-0.064665127,-0.20895963,0.930715935,-0.080357143,-0.005775982,0.009126984,0.46031746,-0.097069196,-0.000767196,1
1702,-1.166666667,-0.333333333,0.33567037,4,-0.080357143,-0.01,-0.080873016,-0.53968254,0.053930804,-0.170767196,-1
1398,-0.884615385,-0.230769231,0.19267037,2.153846154,-0.080357143,-0.015884615,-0.090873016,-0.53968254,0.016930804,-0.560767196,-1
178,-0.796766744,-0.064665127,-0.136181609,-3.069284065,-0.080357143,0.037224018,-0.064367816,-0.333333333,0.228930804,-0.644942529,-1
1603,1.115384615,-0.230769231,-0.076181609,1.153846154,-0.080357143,-0.003884615,0.025632184,-0.333333333,0.288930804,-0.214942529,-1
1391,-0.884615385,-0.230769231,0.19167037,2.153846154,-0.080357143,-0.006884615,-0.070873016,-0.53968254,0.118930804,-0.600767196,-1
278,-0.796766744,-0.064665127,-0.246181609,-2.069284065,-0.080357143,-0.001775982,0.015632184,0.666666667,-0.130069196,0.405057471,1
903,-0.796766744,-0.064665127,-0.09332963,-3.069284065,-0.080357143,0.054224018,-0.030873016,-0.53968254,0.108930804,-0.910767196,-1
961,-0.796766744,-0.064665127,-0.05732963,-3.069284065,-0.080357143,0.130224018,-0.150873016,-0.53968254,0.168930804,-1.180767196,-1
260,-0.796766744,-0.064665127,-0.275181609,-1.069284065,-0.080357143,0.011224018,0.005632184,-0.333333333,0.228930804,0.105057471,-1
2033,0.115384615,-0.230769231,-0.04932963,2.153846154,0,0.005115385,-0.070873016,-0.53968254,0.001294118,-0.400767196,-1
265,-0.796766744,-0.064665127,-0.321881609,-1.069284065,-0.080357143,-0.007775982,0.025632184,0.666666667,-0.109069196,0.475057471,1
1194,0.115384615,-0.230769231,0.24967037,2.153846154,0,-0.013884615,-0.010873016,-0.53968254,0.161294118,0.059232804,-1
483,-0.796766744,-0.064665127,-0.05932963,-1.069284065,-0.080357143,0.002224018,-0.000873016,0.46031746,-0.108069196,-0.190767196,1
712,0.203233256,0.935334873,0.11567037,0.930715935,0.919642857,0.029224018,0.059126984,-0.53968254,-0.013069196,-0.240767196,1
691,-0.796766744,-0.064665127,-0.01732963,6.930715935,-0.080357143,0.038224018,-0.050873016,-0.53968254,0.098930804,-0.230767196,-1
672,-0.796766744,-0.064665127,0.02667037,-0.069284065,-0.080357143,0.037224018,-0.040873016,-0.53968254,0.042930804,-0.470767196,-1
1621,0.203233256,0.935334873,0.09467037,0.930715935,0.919642857,0.031224018,0.009126984,-0.53968254,0.108930804,0.069232804,-1
580,0.203233256,-0.064665127,0.32567037,-0.069284065,-0.080357143,-0.001775982,-0.070873016,-0.53968254,0.098930804,0.229232804,1
1344,-0.884615385,-0.230769231,0.12967037,2.153846154,-0.080357143,0.000115385,-0.010873016,-0.53968254,0.198930804,-0.320767196,-1
479,0.203233256,-0.064665127,0.08167037,2.930715935,-0.080357143,-0.008775982,-0.030873016,-0.53968254,0.076930804,-0.010767196,1
905,0.203233256,-0.064665127,0.06167037,0.930715935,-0.080357143,-0.011775982,0.019126984,0.46031746,-0.055069196,0.079232804,1
1768,2.115384615,-0.230769231,-0.19762963,7.153846154,0,-0.004884615,-0.000873016,-0.53968254,0.021294118,-0.200767196,-1
1873,-0.884615385,-0.230769231,-0.17282963,-1.846153846,0,0.018115385,0.099126984,-0.53968254,-0.040705882,-0.010767196,-1
508,0.203233256,0.935334873,-0.19922963,3.930715935,0.919642857,-0.005775982,0.049126984,-0.53968254,-0.105069196,-0.290767196,1
1926,-0.884615385,-0.230769231,0.20567037,0.153846154,0,0.008115385,-0.050873016,-0.53968254,-0.102705882,-0.370767196,-1
1004,0.203233256,-0.064665127,0.05867037,0.930715935,-0.080357143,0.004224018,-0.060873016,-0.53968254,0.073930804,-0.070767196,1
1778,-0.884615385,-0.230769231,0.05967037,-0.846153846,0,0.022115385,-0.090873016,-0.53968254,0.091294118,-0.890767196,-1
