Cpd,CATS2D_09_DA_me,C-012_me,VE1sign_D/Dt_bt,F08[C-O]_me,C-012_at,VE2_D/Dt_me,SpMAD_AEA(dm)_bt,S-109_bt,GATS3p_at,HyWi_B(s)_bt
1335,-0.884615385,-0.230769231,0.31567037,1.153846154,0,-0.029884615,-0.020873016,-0.53968254,-0.032705882,-0.050767196
1629,1.203233256,-0.064665127,0.06267037,4.930715935,-0.080357143,0.012224018,0.049126984,-0.53968254,0.118930804,0.049232804
1220,0.115384615,-0.230769231,0.07967037,0.153846154,-0.080357143,0.011115385,-0.090873016,-0.53968254,0.108930804,-0.650767196
2015,-0.884615385,-0.230769231,0.13567037,1.153846154,0,-0.004884615,-0.100873016,-0.53968254,-0.036705882,-0.590767196
1386,0.115384615,-0.230769231,0.33967037,-0.846153846,0,-0.013884615,-0.060873016,-0.53968254,0.021294118,-0.550767196
1320,-0.884615385,-0.230769231,0.00367037,1.153846154,-0.080357143,-0.019884615,-0.040873016,-0.53968254,-0.013069196,-0.470767196
504,0.203233256,-0.064665127,0.05267037,-0.069284065,-0.080357143,0.033224018,-0.040873016,-0.53968254,0.002930804,-0.450767196
98,-0.796766744,-0.064665127,0.004818391,-2.069284065,-0.080357143,0.015224018,-0.034367816,-0.333333333,0.158930804,0.155057471
1267,1.115384615,-0.230769231,-0.17892963,2.153846154,-0.080357143,0.017115385,0.119126984,-0.53968254,0.208930804,-0.010767196
1770,-0.884615385,-0.230769231,0.16467037,-0.846153846,0,0.003115385,-0.090873016,-0.53968254,-0.191705882,-0.380767196
793,-0.796766744,-0.064665127,-0.00832963,-2.069284065,-0.080357143,0.050224018,-0.070873016,-0.53968254,0.178930804,-0.650767196
1918,-0.884615385,-0.230769231,0.04167037,0.153846154,0,-0.012884615,-0.050873016,-0.53968254,-0.028705882,-0.370767196
1357,-0.884615385,-0.230769231,0.13467037,2.153846154,0,0.011115385,-0.090873016,-0.53968254,-0.051705882,-0.610767196
303,-0.796766744,-0.064665127,-0.260181609,-3.069284065,-0.080357143,0.019224018,-0.074367816,-0.333333333,0.198930804,-0.444942529
559,-0.796766744,-0.064665127,0.05867037,2.930715935,-0.080357143,-0.021775982,-0.030873016,-0.53968254,0.026930804,-0.020767196
1871,-0.884615385,-0.230769231,-0.06132963,-1.846153846,0,0.023115385,-0.010873016,-0.53968254,0.051294118,-0.720767196
158,0.203233256,0.935334873,-0.177181609,-2.069284065,0.919642857,0.034224018,0.075632184,-0.333333333,-0.004069196,-0.184942529
1231,-0.884615385,-0.230769231,0.04667037,-0.846153846,0,-0.005884615,-0.060873016,-0.53968254,0.041294118,-0.310767196
244,0.203233256,-0.064665127,-0.140181609,-0.069284065,-0.080357143,0.037224018,-0.044367816,-0.333333333,0.068930804,-0.264942529
1854,-0.884615385,-0.230769231,0.19767037,3.153846154,0,-0.015884615,-0.050873016,-0.53968254,-0.018705882,-0.170767196
806,0.203233256,-0.064665127,-0.12262963,0.930715935,-0.080357143,-0.011775982,-0.000873016,0.46031746,0.138930804,0.029232804
1317,0.115384615,-0.230769231,-0.06132963,-1.846153846,0,0.023115385,-0.100873016,-0.53968254,0.031294118,-0.820767196
356,-0.796766744,-0.064665127,-0.284181609,-2.069284065,-0.080357143,0.000224018,-0.004367816,0.666666667,-0.120069196,0.405057471
770,0.203233256,-0.064665127,0.09667037,1.930715935,-0.080357143,0.001224018,-0.010873016,-0.53968254,0.036930804,-0.060767196
1547,-2.166666667,-0.333333333,-0.040181609,-3,-0.080357143,0.021,-0.104367816,-0.333333333,0.070930804,-0.394942529
1686,-2.166666667,-0.333333333,0.36367037,-1,-0.080357143,0.005,-0.020873016,-0.53968254,0.168930804,-0.170767196
1744,-0.884615385,-0.230769231,0.04867037,1.153846154,0,-0.002884615,-0.010873016,-0.53968254,-0.056705882,-0.120767196
1937,-0.884615385,-0.230769231,0.18767037,6.153846154,0,-0.022884615,0.089126984,-0.53968254,-0.018705882,0.059232804
1221,-0.884615385,-0.230769231,0.06767037,0.153846154,0,0.006115385,-0.010873016,-0.53968254,0.241294118,-0.510767196
703,-0.796766744,-0.064665127,-0.05632963,-1.069284065,-0.080357143,0.087224018,-0.070873016,-0.53968254,0.078930804,-0.850767196
194,-0.796766744,-0.064665127,-0.357781609,-1.069284065,-0.080357143,-0.006775982,0.025632184,0.666666667,-0.179069196,0.635057471
1356,0.115384615,-0.230769231,0.20567037,1.153846154,0,0.011115385,-0.060873016,-0.53968254,0.121294118,-0.410767196
1581,-2.166666667,-0.333333333,-0.193181609,-6,-0.080357143,0.025,-0.024367816,-0.333333333,0.138930804,-0.054942529
401,0.115384615,-0.230769231,-0.062181609,1.153846154,-0.080357143,-0.021884615,-0.024367816,-0.333333333,0.013930804,-0.104942529
513,1.203233256,-0.064665127,0.03867037,3.930715935,-0.080357143,-0.024775982,-0.020873016,-0.53968254,0.108930804,-0.030767196
1712,-2.166666667,-0.333333333,-0.11032963,-4,-0.080357143,0.028,-0.080873016,-0.53968254,0.128930804,-0.370767196
2003,-0.884615385,-0.230769231,-0.20854963,0.153846154,0,0.033115385,-0.060873016,-0.53968254,0.311294118,-0.400767196
1432,0.115384615,-0.230769231,0.12467037,0.153846154,0,0.010115385,-0.060873016,-0.53968254,0.131294118,-0.560767196
212,-0.796766744,-0.064665127,-0.362581609,-2.069284065,-0.080357143,0.000224018,0.015632184,0.666666667,-0.062069196,0.415057471
1637,0.203233256,-0.064665127,-0.20768963,0.930715935,-0.080357143,0.008224018,-0.090873016,-0.53968254,0.098930804,0.129232804
610,-0.796766744,-0.064665127,-0.11462963,1.930715935,-0.080357143,-0.006775982,0.029126984,0.46031746,-0.150069196,0.429232804
196,-0.796766744,-0.064665127,0.384818391,1.930715935,-0.080357143,0.019224018,0.015632184,-0.333333333,-0.055069196,-0.114942529
516,0.203233256,-0.064665127,0.09267037,-1.069284065,-0.080357143,-0.015775982,0.029126984,0.46031746,-0.035069196,0.009232804
1916,-0.884615385,-0.230769231,-0.14252963,0.153846154,0,0.023115385,-0.060873016,-0.53968254,-0.099705882,-0.760767196
444,0.203233256,-0.064665127,-0.00832963,-2.069284065,-0.080357143,0.061224018,-0.040873016,-0.53968254,0.138930804,-0.790767196
1612,0.203233256,-0.064665127,-0.06032963,1.930715935,-0.080357143,0.026224018,-0.020873016,-0.53968254,0.078930804,-0.390767196
64,-0.796766744,-0.064665127,-0.160181609,-3.069284065,-0.080357143,0.039224018,-0.094367816,-0.333333333,0.128930804,-0.774942529
550,-0.796766744,-0.064665127,-0.21432963,-3.069284065,-0.080357143,0.044224018,-0.110873016,-0.53968254,-0.016069196,-1.060767196
814,-0.796766744,-0.064665127,-0.18192963,-1.069284065,-0.080357143,-0.006775982,0.029126984,0.46031746,-0.179069196,0.439232804
485,0.203233256,-0.064665127,0.06167037,0.930715935,-0.080357143,-0.011775982,0.019126984,0.46031746,-0.055069196,0.079232804
1475,-0.884615385,-0.230769231,0.14867037,2.153846154,0,0.000115385,-0.040873016,-0.53968254,-0.177705882,-0.400767196
1058,-0.796766744,-0.064665127,0.01567037,-3.069284065,-0.080357143,0.100224018,-0.090873016,-0.53968254,0.248930804,-0.300767196
1963,0.115384615,-0.230769231,0.21467037,0.153846154,0,-0.014884615,-0.060873016,-0.53968254,0.121294118,-0.180767196
1049,0.203233256,0.935334873,-0.02132963,-2.069284065,0.919642857,0.039224018,0.049126984,-0.53968254,0.098930804,-0.500767196
999,-0.796766744,-0.064665127,0.18167037,-2.069284065,-0.080357143,0.025224018,-0.040873016,-0.53968254,0.098930804,-0.370767196
742,-0.796766744,-0.064665127,0.05067037,0.930715935,-0.080357143,-0.015775982,-0.000873016,0.46031746,0.064930804,0.399232804
1766,-0.884615385,-0.230769231,0.13467037,2.153846154,-0.080357143,-0.004884615,-0.010873016,-0.53968254,0.228930804,-0.370767196
1312,0.115384615,-0.230769231,0.01467037,-1.846153846,0,0.007115385,-0.050873016,-0.53968254,0.091294118,-0.540767196
424,0.115384615,-0.230769231,-0.067181609,1.153846154,-0.080357143,-0.017884615,-0.024367816,-0.333333333,0.012930804,-0.094942529
1773,0.115384615,-0.230769231,0.22167037,0.153846154,0,-0.002884615,-0.050873016,-0.53968254,0.191294118,-0.270767196
983,0.203233256,0.935334873,0.08767037,-2.069284065,0.919642857,0.027224018,0.019126984,-0.53968254,0.098930804,-0.390767196
1271,1.115384615,-0.230769231,-0.13752963,0.153846154,0,-0.028884615,-0.020873016,-0.53968254,-0.031705882,-0.260767196
946,0.203233256,-0.064665127,0.09567037,-0.069284065,-0.080357143,-0.007775982,-0.000873016,-0.53968254,0.006930804,0.039232804
37,-0.796766744,-0.064665127,-0.261181609,-1.069284065,-0.080357143,0.068224018,-0.024367816,-0.333333333,0.218930804,-0.374942529
1938,0.115384615,-0.230769231,0.11367037,-0.846153846,0,0.002115385,-0.070873016,-0.53968254,-0.110705882,-0.390767196
507,0.203233256,-0.064665127,-0.15242963,-1.069284065,-0.080357143,-0.006775982,0.079126984,0.46031746,0.088930804,0.189232804
666,-0.796766744,-0.064665127,-0.14982963,-1.069284065,-0.080357143,-0.004775982,0.039126984,0.46031746,-0.216069196,0.129232804
718,1.203233256,-0.064665127,-0.17892963,0.930715935,-0.080357143,0.041224018,0.119126984,-0.53968254,0.208930804,-0.010767196
745,-0.796766744,-0.064665127,-0.07032963,-2.069284065,-0.080357143,-0.001775982,0.029126984,0.46031746,-0.155069196,0.319232804
1944,-0.884615385,-0.230769231,0.05067037,-0.846153846,0,-0.004884615,-0.060873016,-0.53968254,0.141294118,-0.350767196
750,1.203233256,-0.064665127,0.36567037,-0.069284065,-0.080357143,0.001224018,-0.060873016,-0.53968254,0.108930804,0.119232804
1215,0.115384615,-0.230769231,0.15267037,2.153846154,0,-0.021884615,-0.060873016,-0.53968254,0.141294118,-0.230767196
981,-0.796766744,-0.064665127,0.25767037,1.930715935,-0.080357143,-0.021775982,-0.010873016,0.46031746,0.108930804,0.119232804
73,-0.796766744,-0.064665127,-0.232181609,-2.069284065,-0.080357143,0.087224018,-0.074367816,-0.333333333,0.158930804,-0.584942529
1865,-0.884615385,-0.230769231,0.08067037,-1.846153846,0,0.002115385,0.099126984,-0.53968254,0.021294118,-0.420767196
676,0.203233256,-0.064665127,-0.12582963,-0.069284065,-0.080357143,0.000224018,-0.070873016,-0.53968254,0.158930804,0.269232804
329,-0.796766744,-0.064665127,-0.260181609,-3.069284065,-0.080357143,0.019224018,-0.074367816,-0.333333333,0.208930804,-0.034942529
110,-0.796766744,-0.064665127,-0.315581609,-3.069284065,-0.080357143,0.036224018,-0.074367816,-0.333333333,-0.006069196,-0.064942529
480,0.203233256,-0.064665127,0.09167037,-0.069284065,-0.080357143,-0.003775982,-0.000873016,-0.53968254,0.005930804,0.039232804
1275,-0.884615385,-0.230769231,-0.21301963,-1.846153846,0,0.047115385,0.069126984,-0.53968254,0.001294118,-0.770767196
548,0.203233256,-0.064665127,-0.18772963,-1.069284065,-0.080357143,0.005224018,-0.110873016,-0.53968254,0.108930804,0.169232804
207,-0.796766744,-0.064665127,-0.086181609,0.930715935,-0.080357143,0.008224018,-0.024367816,-0.333333333,0.388930804,0.015057471
1272,-0.884615385,-0.230769231,-0.06232963,-0.846153846,0,-0.010884615,-0.010873016,-0.53968254,-0.141705882,-0.270767196
1959,1.115384615,-0.230769231,0.11867037,1.153846154,0,0.004115385,-0.010873016,-0.53968254,0.131294118,-0.350767196
328,-0.796766744,-0.064665127,-0.246181609,-3.069284065,-0.080357143,0.037224018,-0.084367816,-0.333333333,0.228930804,-0.424942529
831,-0.796766744,-0.064665127,0.03567037,0.930715935,-0.080357143,0.023224018,-0.040873016,-0.53968254,0.047930804,-0.380767196
3,-0.796766744,-0.064665127,-0.044181609,-3.069284065,-0.080357143,0.012224018,-0.104367816,-0.333333333,0.098930804,-0.274942529
279,-0.796766744,-0.064665127,-0.266181609,-3.069284065,-0.080357143,0.024224018,-0.084367816,-0.333333333,0.218930804,-0.424942529
1110,-0.166666667,-0.333333333,0.28867037,8,-0.080357143,-0.01,-0.040873016,-0.53968254,0.076930804,0.289232804
1908,2.115384615,-0.230769231,-0.16842963,7.153846154,0,-0.007884615,-0.000873016,-0.53968254,0.031294118,-0.180767196
2011,-0.884615385,-0.230769231,0.09867037,-0.846153846,0,-0.002884615,-0.070873016,-0.53968254,0.081294118,-0.340767196
1969,1.115384615,-0.230769231,0.08067037,2.153846154,0,-0.009884615,-0.060873016,-0.53968254,-0.178705882,-0.180767196
696,1.203233256,-0.064665127,0.35367037,2.930715935,-0.080357143,-0.002775982,-0.060873016,-0.53968254,0.098930804,0.179232804
297,-0.796766744,-0.064665127,-0.232181609,-1.069284065,-0.080357143,0.087224018,-0.074367816,-0.333333333,0.078930804,-0.654942529
442,-0.796766744,-0.064665127,0.04667037,0.930715935,-0.080357143,-0.014775982,0.039126984,0.46031746,0.060930804,0.329232804
301,-0.796766744,-0.064665127,-0.160181609,-3.069284065,-0.080357143,0.100224018,-0.094367816,-0.333333333,0.248930804,-0.104942529
1288,-0.884615385,-0.230769231,0.08067037,-1.846153846,0,-0.000884615,-0.010873016,-0.53968254,-0.096705882,-0.170767196
72,-0.796766744,-0.064665127,-0.294481609,-2.069284065,-0.080357143,0.080224018,-0.074367816,-0.333333333,0.188930804,-0.584942529
425,0.115384615,0.769230769,-0.111181609,-0.846153846,0.919642857,0.007115385,0.015632184,-0.333333333,-0.007069196,-0.204942529
943,0.203233256,-0.064665127,0.17767037,0.930715935,-0.080357143,-0.012775982,0.029126984,0.46031746,-0.044069196,-0.070767196
1574,-0.166666667,-0.333333333,-0.290181609,-5,-0.080357143,0,-0.044367816,-0.333333333,0.278930804,0.165057471
1563,-2.166666667,-0.333333333,-0.282181609,-2,-0.080357143,0.016,-0.024367816,-0.333333333,-0.036069196,-0.144942529
916,-0.796766744,-0.064665127,-0.18882963,-2.069284065,-0.080357143,-0.002775982,-0.000873016,0.46031746,-0.044069196,-0.120767196
1295,-0.884615385,-0.230769231,0.11667037,2.153846154,0,0.008115385,0.049126984,-0.53968254,-0.114705882,-0.350767196
1591,-1.166666667,-0.333333333,-0.317681609,-3,-0.080357143,-0.001,-0.054367816,-0.333333333,0.228930804,0.425057471
779,-0.796766744,-0.064665127,-0.08032963,-0.069284065,-0.080357143,0.000224018,0.029126984,0.46031746,0.178930804,-0.170767196
1393,-0.884615385,0.769230769,0.00767037,2.153846154,0.919642857,0.014115385,0.019126984,-0.53968254,-0.055069196,-0.420767196
651,0.203233256,-0.064665127,-0.11792963,-1.069284065,-0.080357143,-0.005775982,0.089126984,0.46031746,-0.056069196,0.199232804
1029,-0.796766744,-0.064665127,-0.19552963,-1.069284065,-0.080357143,0.045224018,0.029126984,-0.53968254,0.198930804,-0.360767196
281,-0.796766744,-0.064665127,-0.248181609,0.930715935,-0.080357143,0.006224018,0.005632184,-0.333333333,0.388930804,0.335057471
2036,-2.166666667,-0.333333333,-0.297281609,0,-0.080357143,-0.011,0.015632184,-0.333333333,0.138930804,-0.074942529
502,0.203233256,-0.064665127,0.02667037,-0.069284065,-0.080357143,0.048224018,-0.060873016,-0.53968254,0.029930804,-0.580767196
1803,-0.884615385,-0.230769231,0.03467037,0.153846154,0,-0.015884615,-0.020873016,-0.53968254,0.151294118,0.309232804
1767,-0.884615385,-0.230769231,-0.19552963,-1.846153846,0,0.048115385,0.059126984,-0.53968254,-0.066705882,-0.780767196
1892,-0.884615385,-0.230769231,-0.15812963,2.153846154,0,-0.004884615,0.079126984,-0.53968254,-0.059705882,-0.070767196
652,1.203233256,-0.064665127,0.09367037,0.930715935,-0.080357143,0.029224018,-0.050873016,-0.53968254,0.108930804,-0.420767196
289,1.203233256,-0.064665127,-0.325181609,-0.069284065,-0.080357143,-0.001775982,-0.074367816,-0.333333333,0.077930804,0.475057471
1994,-0.884615385,-0.230769231,0.16167037,-1.846153846,0,0.005115385,-0.060873016,-0.53968254,-0.104705882,0.119232804
1490,-0.884615385,-0.230769231,0.24167037,2.153846154,0,-0.023884615,-0.060873016,-0.53968254,-0.111705882,-0.230767196
1313,0.115384615,-0.230769231,0.04067037,8.153846154,0,-0.014884615,0.009126984,-0.53968254,0.211294118,0.099232804
50,1.203233256,-0.064665127,-0.242181609,-1.069284065,-0.080357143,0.020224018,-0.064367816,-0.333333333,0.078930804,-0.454942529
1008,-0.796766744,-0.064665127,0.06667037,-1.069284065,-0.080357143,-0.009775982,0.029126984,0.46031746,0.398930804,0.469232804
274,-0.796766744,-0.064665127,-0.221181609,-1.069284065,-0.080357143,0.016224018,-0.014367816,-0.333333333,0.218930804,-0.234942529
1198,-0.884615385,-0.230769231,-0.03932963,1.153846154,-0.080357143,-0.004884615,-0.090873016,-0.53968254,0.067930804,-0.650767196
631,0.203233256,-0.064665127,-0.11692963,0.930715935,-0.080357143,-0.010775982,-0.000873016,0.46031746,0.118930804,0.039232804
1889,0.115384615,-0.230769231,0.03567037,2.153846154,0,0.020115385,-0.100873016,-0.53968254,-0.095705882,-0.490767196
920,-0.796766744,-0.064665127,-0.09232963,-0.069284065,-0.080357143,-0.001775982,0.029126984,0.46031746,-0.063069196,-0.050767196
1152,-0.884615385,-0.230769231,-0.04632963,-1.846153846,0,0.036115385,-0.070873016,-0.53968254,0.041294118,-1.150767196
201,-0.796766744,-0.064665127,-0.357781609,-1.069284065,-0.080357143,-0.006775982,0.015632184,0.666666667,-0.155069196,0.535057471
449,-0.796766744,-0.064665127,0.00367037,-1.069284065,-0.080357143,-0.013775982,0.009126984,0.46031746,-0.050069196,0.639232804
336,-0.796766744,-0.064665127,-0.390181609,-3.069284065,-0.080357143,0.044224018,-0.114367816,-0.333333333,0.108930804,-0.964942529
1417,0.115384615,-0.230769231,-0.11332963,4.153846154,0,-0.014884615,-0.040873016,-0.53968254,0.011294118,-0.200767196
2029,-0.884615385,-0.230769231,0.02667037,0.153846154,0,0.018115385,-0.030873016,-0.53968254,0.021294118,-0.350767196
473,-0.796766744,-0.064665127,0.03967037,0.930715935,-0.080357143,-0.012775982,0.029126984,0.46031746,0.035930804,0.389232804
1107,-1.166666667,-0.333333333,0.08367037,1,-0.080357143,0.01,-0.080873016,-0.53968254,0.030930804,-0.270767196
1722,0.115384615,-0.230769231,-0.08132963,3.153846154,0,0.003115385,-0.090873016,-0.53968254,-0.063705882,-0.500767196
205,0.203233256,-0.064665127,0.035818391,-2.069284065,-0.080357143,0.071224018,-0.074367816,-0.333333333,0.228930804,-0.454942529
838,1.203233256,-0.064665127,0.32967037,-0.069284065,-0.080357143,0.006224018,-0.060873016,-0.53968254,0.108930804,-0.400767196
1993,-0.884615385,-0.230769231,0.05867037,-1.846153846,0,0.006115385,-0.030873016,-0.53968254,-0.178705882,-0.370767196
735,-0.796766744,-0.064665127,-0.07132963,-0.069284065,-0.080357143,-0.004775982,0.049126984,0.46031746,-0.200069196,0.099232804
1809,-0.884615385,-0.230769231,-0.13792963,2.153846154,0,0.007115385,-0.010873016,-0.53968254,0.131294118,-0.480767196
332,0.203233256,-0.064665127,-0.034181609,0.930715935,-0.080357143,0.028224018,-0.044367816,-0.333333333,0.036930804,-0.104942529
1243,-0.884615385,-0.230769231,0.15067037,-1.846153846,0,0.018115385,-0.120873016,-0.53968254,-0.059705882,-0.940767196
20,-0.796766744,-0.064665127,-0.246181609,-3.069284065,-0.080357143,0.037224018,-0.084367816,-0.333333333,0.278930804,-0.714942529
1682,-1.166666667,-0.333333333,0.02967037,-4,-0.080357143,0.026,0.029126984,-0.53968254,0.148930804,0.139232804
1408,-0.884615385,-0.230769231,-0.15552963,-0.846153846,0,0.017115385,-0.000873016,-0.53968254,0.021294118,-0.650767196
19,-0.796766744,-0.064665127,-0.297881609,-1.069284065,-0.080357143,0.014224018,-0.024367816,-0.333333333,0.378930804,-0.084942529
1990,0.115384615,-0.230769231,0.18767037,-0.846153846,0,-0.005884615,-0.040873016,-0.53968254,-0.116705882,-0.090767196
1947,-0.884615385,-0.230769231,-0.21026963,5.153846154,0,0.002115385,-0.020873016,-0.53968254,-0.168705882,-0.160767196
705,-0.796766744,-0.064665127,-0.09832963,-1.069284065,-0.080357143,-0.004775982,0.019126984,0.46031746,-0.142069196,-0.070767196
1300,-0.884615385,-0.230769231,0.33367037,3.153846154,0,-0.026884615,-0.050873016,-0.53968254,-0.042705882,-0.080767196
1388,-0.884615385,-0.230769231,0.07667037,-1.846153846,0,0.025115385,-0.080873016,-0.53968254,-0.171705882,-1.010767196
551,0.203233256,-0.064665127,0.06967037,0.930715935,-0.080357143,-0.005775982,0.009126984,0.46031746,0.068930804,0.039232804
1611,2.203233256,-0.064665127,-0.00732963,7.930715935,-0.080357143,0.036224018,-0.080873016,-0.53968254,0.088930804,-0.310767196
732,0.203233256,-0.064665127,0.00967037,-0.069284065,-0.080357143,-0.011775982,-0.000873016,0.46031746,-0.055069196,-0.130767196
1471,-0.884615385,-0.230769231,0.28567037,1.153846154,0,-0.020884615,-0.060873016,-0.53968254,-0.116705882,-0.140767196
685,-0.796766744,-0.064665127,-0.06732963,-1.069284065,-0.080357143,-0.009775982,0.019126984,0.46031746,-0.047069196,0.359232804
1725,0.115384615,-0.230769231,-0.12292963,6.153846154,0,-0.010884615,-0.060873016,-0.53968254,-0.117705882,-0.520767196
465,2.203233256,-0.064665127,0.36767037,-0.069284065,-0.080357143,0.005224018,-0.080873016,-0.53968254,0.098930804,-0.320767196
2028,0.115384615,-0.230769231,-0.07232963,4.153846154,0,-0.047884615,-0.000873016,-0.53968254,-0.018705882,-0.210767196
1827,-0.884615385,-0.230769231,-0.01032963,0.153846154,0,0.004115385,0.049126984,-0.53968254,-0.097705882,-0.450767196
788,-0.796766744,-0.064665127,-0.18032963,-2.069284065,-0.080357143,-0.005775982,0.089126984,0.46031746,0.228930804,-0.050767196
409,0.115384615,-0.230769231,0.022818391,4.153846154,-0.080357143,-0.017884615,-0.094367816,-0.333333333,0.045930804,-0.304942529
